name,description,website,city,state,country,region,subregion,tags,year,program,isExit,isUnicorn,isBCorp,isCurrentSession,linkedin,twitter,facebook,crunchbase,logo
Revolution RE,Revolution RE is a software-as-a-service (SaaS) based data aggregation and analytics platform for the residential rental real estate market,https://revolutionre.com,Culver City,California,United States,Americas,North America,Mobile,2020,Techstars Space Accelerator,false,false,false,false,https://linkedin.com/company/revolutionre,https://twitter.com/joyhubapp,https://facebook.com/JoinRevolutionRE,https://crunchbase.com/organization/joyhub,https://apimg.techstars.com/connect/images/image_files/5f3d5771a36c113b600001ea/original/Joyhub_logo_square_padded_500.png
Matcherino,Matcherino is a technology company that builds software.,https://matcherino.com,La Jolla,California,United States,Americas,North America,eSports; Fintech; Gaming,2015,Techstars Seattle Accelerator,false,false,false,false,https://linkedin.com/company/matcherino-com,https://twitter.com/matcherino_,https://facebook.com/matcherino,https://crunchbase.com/organization/matcherino,https://apimg.techstars.com/connect/images/image_files/559d51ddbbe36fa06c000007/original/matcherino_square.jpg
Hrmony,"Tax-free digital meal vouchers for employees, without any kind of acceptance points or limitations.",https://hrmony.de,Berlin,,Germany,Europe,Western Europe,HRtech,2015,METRO Accelerator for Hospitality powered by Techstars,false,false,false,false,https://linkedin.com/company/hrmony-de,https://twitter.com/hrmony_de,https://facebook.com/lunchio,https://crunchbase.com/organization/hrmony,https://apimg.techstars.com/connect/images/image_files/6166f719b65c65000712582a/original/hrmony_square.jpg
Bruin,Bruin is an online platform for data analysts that allows online data transformation with SQL and Python without any custom code.,https://getbruin.com,Berlin,,Germany,Europe,Western Europe,Artificial intelligence and machine learning,2023,Techstars Berlin Accelerator,false,false,false,false,https://linkedin.com/company/bruin-data,,,https://crunchbase.com/organization/bruin-3873,https://images.crunchbase.com/image/upload/t_cb-default-original/eey3dd2nugnwahh2ozpo
Birdstop,"Birdstop, automated inspection and monitoring for physical assets from San Francisco",https://birdstop.io,San Francisco,California,United States,Americas,North America,Internet of Things; Robotics and Drones,2021,Techstars Alabama EnergyTech Accelerator,false,false,false,false,https://linkedin.com/company/birdstop,,,https://crunchbase.com/organization/birdstop,https://apimg.techstars.com/connect/images/image_files/61649fcbdab5d21d7a19bc28/original/Birdstop.png
Liquid,"On a mission to power1M agile SMBs with a global freelancer and vendor payments platform that automates and standardizes key tasks, enforces financial controls and ensures tax and legal compliance.",https://goliquid.io,Los Angeles,California,United States,Americas,North America,Artificial intelligence and machine learning; Cryptocurrency/Blockchain; Fintech; HRtech; Mobile,2019,Techstars Space Accelerator,false,false,false,false,https://linkedin.com/company/liquidglobal,https://twitter.com/teamgoliquid,https://facebook.com/teamgoliquid,https://crunchbase.com/organization/poweredbyliquid,https://apimg.techstars.com/connect/images/image_files/5d2f5b9434a60d13b3000204/original/square_logo_-_400.png
Neu,"neu is a reliable platform that provides quality cleans, on-demand.",https://neucleans.com,Seattle,Washington,United States,Americas,North America,HRtech,2020,Techstars Seattle Accelerator,false,false,false,false,https://linkedin.com/company/neucleans,https://twitter.com/use_neu,https://facebook.com/neucleans/,https://crunchbase.com/organization/neu,https://apimg.techstars.com/connect/images/image_files/5ea7439c34a60d322800002b/original/neu_square.png
Rexby,"A platform where creators can sell travel advice to their community in an easy, scalable and profitable way.",https://rexby.com,Reykjavik,,Iceland,Europe,Northern Europe,Lifestyles of Health and Sustainability and wellness; Mobile,2021,Techstars Seattle Accelerator,false,false,false,false,https://linkedin.com/company/rexby,,https://facebook.com/groups/859318104940547,https://crunchbase.com/organization/lifeswap,https://apimg.techstars.com/connect/images/image_files/6260137ca160160c973bd757/original/Instagram1.png
Ambassador,"Referral, Partner and Affiliate Tracking and Management.",https://getambassador.com,Royal Oak,Michigan,United States,Americas,North America,"Marketing tech; Technology, media and telecommunications",2011,Techstars New York City Accelerator,true,false,false,false,https://linkedin.com/company/getambassador,https://twitter.com/Ambassador,https://facebook.com/getambassador,https://crunchbase.com/organization/ambassador,http://apimg.techstars.com/sf/accounts/logo/Logo_6881eef0fa1708e34dfe6788b.jpeg
Retrocausal,Visual Mistake-Proofing for Manual Assembly,https://retrocausal.ai,Redmond,Washington,United States,Americas,North America,Artificial intelligence and machine learning; Internet of Things; Virtual reality,2020,Techstars Seattle Accelerator,false,false,false,false,https://linkedin.com/company/retrocausal-ai,https://twitter.com/RetrocausalAI,,https://crunchbase.com/organization/retrocausal,https://apimg.techstars.com/connect/images/image_files/5e0e5dfda36c1120460000c7/original/Retrocausal_logo_squared.png
AkashX,AkashX specilizes in building big data engine to converges the entire BI/Analytics/Data Engineering stack into a single platform.,https://akashx.ai,Sheridan,Wyoming,United States,Americas,North America,Big Data; Cloudtech and DevOps,2023,Techstars Berlin Accelerator,false,false,false,false,,,,https://crunchbase.com/organization/akashx,https://images.crunchbase.com/image/upload/t_cb-default-original/vgfkow6hvzd80fvdx8ve
AssetVault,"Catalogue, protect and manage your physical and digital assets",https://asset-vault.com,London,,United Kingdom,Europe,Western Europe,Cybersecurity; Fintech; Insurtech; Mobile,2016,Techstars London Accelerator,false,false,false,false,https://linkedin.com/company/assetvault,https://twitter.com/assetvaultco,https://facebook.com/AssetVault-161384937774396/,https://crunchbase.com/organization/assetvault,https://apimg.techstars.com/connect/images/image_files/57d57ddbbbe36f93e900003a/original/AssetVault2.png
TalentQL,"TalentQL connects top global technical talent with jobs they deserve, with an initial focus on African tech talent.",https://talentql.com,Round Rock,Texas,United States,Americas,North America,HRtech,2021,Techstars Toronto Accelerator,false,false,false,false,https://linkedin.com/company/talentql,https://twitter.com/talentql,https://facebook.com/Talentql/,https://crunchbase.com/organization/talentql,https://apimg.techstars.com/connect/images/image_files/605cf367c97c0a0007ed57f2/original/g13eev4vu6tvsnkn1dxu.jpeg
Replica Studios,"Replica uses Artificial Intelligence to create voices for the next generation of games, films, and other media.",https://replicastudios.com,Brisbane,Queensland,Australia,Oceania,Oceania,Artificial intelligence and machine learning; Gaming; Mobile,2019,Techstars Music Accelerator,false,false,false,false,https://linkedin.com/company/replica-ai,https://twitter.com/replica_ai,https://facebook.com/ReplicaStudios/,https://crunchbase.com/organization/replica-studios,https://apimg.techstars.com/connect/images/image_files/6347507d782a4900082519f8/original/oGVqhs0l_400x400.jpg
Spitfire Athlete,We're building a movement that stands for greatness and badassery among women starting with a strength training app.,https://spitfireathlete.com,San Francisco,California,United States,Americas,North America,Lifestyles of Health and Sustainability and wellness; Mobile,2014,Techstars Boston Accelerator,true,false,false,false,https://linkedin.com/company/8308640,https://twitter.com/spitfireathlete,https://facebook.com/SpitfireAthlete,https://crunchbase.com/organization/spitfire-athlete,https://apimg.techstars.com/connect/images/image_files/53ecf4c8674516e894000005/original/spitfireathlete.png
Kimba,Kimba helps enhance customer's sleep quality by using AI to analyze biometric data while they sleep to diffuse personalized scent therapy from its custom hardware.,https://kimba.ai,Tel Aviv,,Israel,Middle East,Middle East,Digital health; Mobile,2024,Techstars New York City Accelerator,false,false,false,false,,,,,http://apimg.techstars.com/sf/accounts/logo/Logo_85252eaab6e7a582360693497.png
ECO2GROW,Making sourcing green energy as easy as possible for businesses.,https://eco2grow.com,Bonn,,Germany,Europe,Western Europe,Cleantech,2022,Techstars Berlin Accelerator,false,false,false,false,https://linkedin.com/company/eco2grow,,,,https://apimg.techstars.com/profiles/1658915761888_425374.png
muffintech,Building Europe's #1 Conversational AI for the insurance industry,https://muffintech.ai,Berlin,,Germany,Europe,Western Europe,Artificial intelligence and machine learning; Fintech; Insurtech,2022,Techstars Berlin Accelerator,false,false,false,false,https://linkedin.com/company/muffintechdotai,,https://facebook.com/getmuffin.de/,https://crunchbase.com/organization/muffin-5586,http://apimg.techstars.com/sf/accounts/logo/Logo_b7d2ee6889ed6ba289c241436.png
Fantasmo,"Fantasmo builds a decentralized, open source stack for indoor and outdoor 3D maps and camera-based positioning.",https://fantasmo.io,Los Angeles,California,United States,Americas,North America,Mobile; Robotics and Drones; Virtual reality,2015,Techstars Cloud,true,false,false,false,https://linkedin.com/company/9256243,https://twitter.com/fantasmoio,https://facebook.com/fantasmostudios,https://crunchbase.com/organization/fantasmo-studios,https://apimg.techstars.com/connect/images/image_files/54f7404a883a9ce8ea000019/original/2015-01-27_fantasmo_social_twitter_profile-pic-yellow.jpg
Modicus Prime,"Offering AI/ML solutions integrating heterogenous life sciences data for anomaly detection, monitoring and enhanced decision making",https://modicusprime.com,La Porte,Indiana,United States,Americas,North America,Artificial intelligence and machine learning; Healthtech,2022,Techstars Industries of the Future Accelerator,false,false,false,false,https://linkedin.com/company/modicus-prime,https://twitter.com/ModicusP,,https://crunchbase.com/organization/modicus-prime,https://apimg.techstars.com/connect/images/image_files/623a012ef01b4e0008ca2836/original/Untitled_design.png
Zego,Zego provides software and artificial intelligence to engage with apartment residents and sell additional services.,https://zego.io,Kansas City,Missouri,United States,Americas,North America,Artificial intelligence and machine learning; Internet of Things; Mobile,2017,Techstars Kansas City Accelerator,true,false,false,false,https://linkedin.com/company/gozego,https://twitter.com/livezego,https://facebook.com/livezego,https://crunchbase.com/organization/casaiq,https://apimg.techstars.com/connect/images/image_files/5b928f9aa36c116995000009/original/zego_logo_tealLt_%281%29.png
VidGrid,VidGrid is the video's most interactive platform for sales and marketing.,https://vidgrid.com,West Saint Paul,Minnesota,United States,Americas,North America,"Technology, media and telecommunications",2015,Techstars Cloud,true,false,false,false,https://linkedin.com/company/vidgrid,https://twitter.com/VidGridInc,https://facebook.com/vidgrid,https://crunchbase.com/organization/vidgrid,https://apimg.techstars.com/connect/images/image_files/5bbbcb38a36c11383600007d/original/VidGrid_Full_Logo_400x400_white_bg.png
Vitrue Health,Computer vision technology to empower physiotherapists to more accurately assess their patients,https://vitruehealth.com,London,,United Kingdom,Europe,Western Europe,Healthtech; HRtech; Lifestyles of Health and Sustainability and wellness,2019,Techstars London Accelerator,false,false,false,false,https://linkedin.com/company/vitrue-health,https://twitter.com/VitrueHealth,https://facebook.com/vitruehealth,https://crunchbase.com/organization/vitrue-health,https://apimg.techstars.com/connect/images/image_files/5d5bd030a36c11631000001c/original/Logo_vitrue.png
Veesual,Mix&Match Styling Experience for fashion e-commerce. Powered by Generative AI.,https://veesual.ai,Paris,,France,Europe,Western Europe,Artificial intelligence and machine learning; Virtual reality,2020,Techstars Montréal AI Accelerator,false,false,false,false,https://linkedin.com/company/veesual,https://twitter.com/VeesualAI,,https://crunchbase.com/organization/veesual,https://apimg.techstars.com/connect/images/image_files/6287b919cd87f60008d498a5/original/Black_bg_-_Logo_only_-_Squre.jpg
IONA,IONA develops zero-emission autonomous drone solutions for sustainable and efficient logistics in low population density areas.,https://ionadrones.com,Bedford,,United Kingdom,Europe,Western Europe,Cleantech; Climate tech; Mobility tech; Robotics and Drones; Supply chain technology,2023,Techstars Los Angeles powered by J.P. Morgan,false,false,false,false,https://linkedin.com/company/ionalogistics,,,,http://apimg.techstars.com/sf/accounts/logo/Logo_2e85ec48a209f0a8d177068d7.png
Diagon Technologies,"First-of-its-kind equipment sourcing platform bringing hardware, services, and financing into a consolidated user experience.",https://diagon.ai,Alameda,California,United States,Americas,North America,Artificial intelligence and machine learning; Industrials; Manufacturing; Robotics and Drones; Supply chain technology,2023,Techstars Los Angeles powered by J.P. Morgan,false,false,false,false,https://linkedin.com/company/diagon-tech,,,,http://apimg.techstars.com/sf/accounts/logo/Logo_874f0e0c900530f8355a5cd91.png
FlyteDesk,An ad marketplace matching brands to millennials.,https://flytedesk.com,Boulder,Colorado,United States,Americas,North America,Fintech,2015,Techstars Boulder Accelerator,false,false,false,false,https://linkedin.com/company/flytedesk,https://twitter.com/flytedesk,https://facebook.com/flytedesk,https://crunchbase.com/organization/compsol#section-overview,http://apimg.techstars.com/sf/accounts/logo/Logo_d52856c717fd8e1f345de5b3a.jpeg
Crave Retail,Crave helps retailers make smarter decisions with every shopper in every fitting room.,https://craveretail.com,Austin,Texas,United States,Americas,North America,Artificial intelligence and machine learning; Big Data,2019,Techstars Austin Accelerator,false,false,false,false,https://linkedin.com/company/craveretail,https://twitter.com/CraveRetail,https://facebook.com/craveretailtech/,https://crunchbase.com/organization/crave-retail,https://apimg.techstars.com/connect/images/image_files/5e52fd0d34a60d3b8d000149/original/smalllogo_-_282.png
Clara,Clara is a legal operating system that digitizes and automates startup legal expertise.,https://clara.co,Abu Dhabi,,United Arab Emirates,Middle East,Middle East,Artificial intelligence and machine learning; Fintech; Legal tech,2019,Techstars Dubai Accelerator in Partnership with GINCO,true,false,false,false,https://linkedin.com/company/claradotco,https://twitter.com/claradotco,https://facebook.com/Fintechdb/,https://crunchbase.com/organization/clara-7806,https://apimg.techstars.com/connect/images/image_files/5de74fd534a60d267800000c/original/256x256.jpg
iambuddy.com,"Buddy is the digital operating system for insurance.

",https://iambuddy.com,Richmond,Virginia,United States,Americas,North America,Insurtech; Lifestyles of Health and Sustainability and wellness,2018,MetLife Digital Accelerator powered by Techstars,false,false,false,false,https://linkedin.com/company/iambuddy,https://twitter.com/iambuddystweets,https://facebook.com/buddyadventureinsurance/,https://crunchbase.com/organization/buddy-30e2,https://apimg.techstars.com/connect/images/image_files/5b481bef34a60d4a5d0000f5/original/logo_500.jpg
str8bat,"str8bat sits on your sports equipment & gives you actionable insights to help you PLAY BETTER, connects you to worlds best coaches and your peers.",https://str8bat.com,Bengaluru,Karnataka,India,Asia,Southern Asia,Gaming; Internet of Things,2020,Techstars SportsTech Melbourne Accelerator,false,false,false,false,https://linkedin.com/company/str8bat-sport-tech-solutions-pvt.-ltd.,https://twitter.com/Str8Bat,https://facebook.com/str8bat/,https://crunchbase.com/organization/str8bat-sport-tech-solutions-pvt-ltd,https://apimg.techstars.com/connect/images/image_files/5f3132bca36c113b600000e2/original/str8bat_logo_2.jpg
AAZZUR,banking | borderless by motivation,https://aazzur.com,Berlin,,Germany,Europe,Western Europe,Fintech; Mobile,2018,Techstars Berlin Accelerator,false,false,false,false,https://linkedin.com/company/aazzur,https://twitter.com/Aazzur_,https://facebook.com/aazzur/,https://crunchbase.com/organization/aazzur,https://apimg.techstars.com/connect/images/image_files/5a6f2d8f9c66a90aaa000053/original/AAZZUR_-_blue.jpg
IndieFlow,A business management platform and professional marketplace for the music industry.,https://indieflow.me,Santa Monica,California,United States,Americas,North America,Audiotech,2021,Techstars Tel Aviv Accelerator,false,false,false,false,https://linkedin.com/company/indieflow,,https://facebook.com/weareindieflow/,https://crunchbase.com/organization/indieflow,http://apimg.techstars.com/sf/accounts/logo/Logo_3c9d5932d916b042911b34a29.png
Audigo Labs,"Audigo Labs puts a professional quality recording studio into your pocket, allowing musicians, podcasters, and content creators to effortlessly capture, edit, and share professional-quality audio.",https://audigolabs.com,San Francisco,California,United States,Americas,North America,Audiotech; Mobile,2020,Techstars Music Accelerator,false,false,false,false,https://linkedin.com/company/audigo-labs,https://twitter.com/AudigoLabs,https://facebook.com/audigolabs/,https://crunchbase.com/organization/audigo-labs,https://apimg.techstars.com/connect/images/image_files/5e978790a36c115d3b0000b7/original/Screen_Shot_2020-04-15_at_3.15.02_PM.png
7 Chord,Machine Learning for credit trading,https://7-chord.com,New York City,New York,United States,Americas,North America,Artificial intelligence and machine learning; Big Data; Fintech,2017,"New York Barclays Accelerator, powered by Techstars",false,false,false,false,https://linkedin.com/company/7-chord,https://twitter.com/7chordbd,,https://crunchbase.com/organization/7-chord,https://apimg.techstars.com/connect/images/image_files/5a68b86c9c66a91d87000002/original/TConwhite_logo-7chord_logo_color_white-01.png
ProcessBolt,ProcessBolt is a vendor risk management platform that helps enterprises and their vendors.,https://processbolt.com,Minneapolis,Minnesota,United States,Americas,North America,Cybersecurity,2018,"Techstars Retail Accelerator, in partnership with Target",false,false,false,false,https://linkedin.com/company/11273834,https://twitter.com/ProcessBolt,https://facebook.com/ProcessBolt/,https://crunchbase.com/organization/processbolt,https://apimg.techstars.com/connect/images/image_files/5d812e85a36c1112b3000007/original/profile_picture_symbol_trim_282x282.png
Patient IO,We help health systems transition into value-based care by better connecting them with patients between visits.,https://patientio.com,Austin,Texas,United States,Americas,North America,Mobile,2013,Techstars Austin Accelerator,true,false,false,false,https://linkedin.com/company/filament-labs-inc-,https://twitter.com/patientio,https://facebook.com/filamentlabs,https://crunchbase.com/organization/filament-labs,https://apimg.techstars.com/connect/images/image_files/56fa90a1c2f1c4b08c000008/original/VayBJXQ1.png
Clearstep,AI symptom checking + care routing + price transparency + scheduling = digital front door for healthcare,https://clearstep.health,Chicago,Illinois,United States,Americas,North America,Artificial intelligence and machine learning; Lifestyles of Health and Sustainability and wellness,2019,UnitedHealthcare Accelerator Powered by Techstars,false,false,false,false,https://linkedin.com/company/clearstep,https://twitter.com/clearstephealth,https://facebook.com/Clearstep-107801897368721/,https://crunchbase.com/organization/clearstep,https://apimg.techstars.com/connect/images/image_files/5dc060a434a60d5899000045/original/Group_2_%281%29.png
FTN Network,"FTN Network is a iGaming affiliate, fantasy sports, and sports betting subscription platform built to increase user success rates through the use of proprietary data, models, tools, and entertaining content. Think Action Network meets Pro Football Focus",https://ftnnetwork.com,San Diego,California,United States,Americas,North America,Fintech,2022,Techstars Sports Accelerator Powered by Indy,false,false,false,false,https://linkedin.com/company/ftnnetwork,https://twitter.com/FTNBets,https://facebook.com/NetworkFTN/,,https://apimg.techstars.com/profiles/1656384032422_818817.png
Petra Power,Petra Power is a manufacturing company that focuses on Solid Oxide Fuel Cells (SOFC) for APU systems.,https://petrapower.com,Solon,Ohio,United States,Americas,North America,Cleantech; Climate tech; Mobility tech; Oil and gas,2025,Techstars Alabama EnergyTech Accelerator,false,false,false,false,https://linkedin.com/company/petra-power-llc,https://twitter.com/PetraPower1,https://facebook.com/PetraPowerSOFC,https://crunchbase.com/organization/petra-power,https://images.crunchbase.com/image/upload/t_cb-default-original/x6nkacbq6eylx64qt00i
Spatialedge,Spatialedge helps you build profitable customer relationships at scale using geospatial data and AI,https://spatialedge.co.za,Stellenbosch,,South Africa,Africa,Southern Africa,Artificial intelligence and machine learning; Big Data,2017,"Barclays Accelerator, Powered by Techstars - Cape Town",false,false,false,false,https://linkedin.com/company/18022097,https://twitter.com/Spatialedge_,,https://crunchbase.com/organization/spatialedge,https://apimg.techstars.com/connect/images/image_files/59787d359c66a9122b00023c/original/connect_logo.png
Mushroom Material,A sustainable mushroom based alternative to polystyrene Styrofoam and cardboard packaging,https://mushroommaterial.com,Auckland,,New Zealand,Oceania,Oceania,Agtech; Cleantech; Climate tech; Manufacturing,2020,Eastern Pacific Accelerator Powered by Techstars,false,false,false,false,https://linkedin.com/company/mushroom-material,,,https://crunchbase.com/organization/mushroom-material,https://apimg.techstars.com/connect/images/image_files/5fa7abac44e0820852000161/original/Mushroom_Material_Logo_-_Shaun_Seaman.png
Catalyx Space,Building Unmanned Labs in Space,https://spacerickshaw.com,San Francisco,California,United States,Americas,North America,Space tech,2024,Techstars Space Accelerator,false,false,false,false,https://linkedin.com/company/spacerickshaaw,,,,
Module,Module designs housing that changes as your needs do.,https://modulehousing.com,Pittsburgh,Pennsylvania,United States,Americas,North America,Internet of Things; Mobile,2017,Techstars IoT Accelerator,false,false,false,false,https://linkedin.com/company/modulehousingpgh,https://twitter.com/ModuleHousing,https://facebook.com/pg/modulehousing,https://crunchbase.com/organization/module,https://apimg.techstars.com/connect/images/image_files/593da58ec9aec746530000a3/original/module_on_whiteSquare.jpg
Aiva,Aiva is the voice-powered OS for patient-centered healthcare.,https://aiva.ai,Los Angeles,California,United States,Americas,North America,Artificial intelligence and machine learning; Healthtech; Mobile,2017,"Techstars Healthcare, in partnership with Cedars-Sinai",false,false,false,false,https://linkedin.com/company/aiva,https://twitter.com/aiva_health,https://facebook.com/HireAiva/,https://crunchbase.com/organization/aiva-health,https://apimg.techstars.com/connect/images/image_files/5a14f16f9c66a909e7000013/original/aiva_logo.png
Flecto,Rnters is the rental solution for any company.,https://flecto.io,Lisbon,,Portugal,Europe,Southern Europe,Climate tech,2020,Techstars Lisbon in Partnership with Semapa Next,false,false,false,false,https://linkedin.com/company/flecto-io,https://twitter.com/flectoio,https://facebook.com/rnters/,https://crunchbase.com/organization/flecto-c77e,https://apimg.techstars.com/connect/images/image_files/6115522bbf30010007b034c1/original/rnters.png
KITRO,Simplifying food waste management for the food and beverage industry,https://kitro.ch,Renens,,Switzerland,Europe,Western Europe,Artificial intelligence and machine learning; Big Data; Climate tech; Internet of Things,2017,METRO Accelerator for Hospitality powered by Techstars,false,false,false,false,https://linkedin.com/company/kitro,https://twitter.com/KITRO_FoodWaste,https://facebook.com/KITROFoodWaste/,https://crunchbase.com/organization/kitro,https://apimg.techstars.com/connect/images/image_files/5b9128cba36c11698900000a/original/K-DARK.png
Brite,Turn-Key SaaS platform that helps after-school educators to manage their businesses and find high-quality STEM curricula.,https://gobrite.io,Bothell,Washington,United States,Americas,North America,Edtech; Gaming,2021,Techstars Seattle Accelerator,true,false,false,false,https://linkedin.com/company/brite-education,https://twitter.com/gobrite_io,https://facebook.com/BritePaymentGroup,https://crunchbase.com/organization/brite-2227,https://apimg.techstars.com/connect/images/image_files/6078893a37584c000885f8cb/original/brite_logo_copy.png
Precog,Build smarter apps,https://precog.com,Boulder,Colorado,United States,Americas,North America,Artificial intelligence and machine learning; Big Data; Fintech,2011,Techstars Boulder Accelerator,true,false,false,false,https://linkedin.com/company/precogdata,https://twitter.com/precog,https://facebook.com/precogplatform,https://crunchbase.com/organization/precog,https://apimg.techstars.com/connect/images/image_files/53d6de88b5e11e08b500000e/original/precog.png
Dotterel,Noise reduction and audio recording technology for drones.,https://dotterel.co.nz,Auckland,,New Zealand,Oceania,Oceania,Robotics and Drones,2017,Techstars Adelaide,false,false,false,false,https://linkedin.com/company/dotterel-technologies,https://twitter.com/dottereluav,,https://crunchbase.com/organization/dotterel-technologies,https://apimg.techstars.com/connect/images/image_files/59489ce69c66a9277000000c/original/Logo.png
TermScout,Data-driven contract intelligence to help reduce the friction between business buyers and their vendors by providing contract transparency and data.,https://termscout.com,Denver,Colorado,United States,Americas,North America,Big Data,2020,Techstars Boulder Accelerator,true,false,false,false,https://linkedin.com/company/termscout,https://twitter.com/termscout,https://facebook.com/TermScout/,https://crunchbase.com/organization/termscout-95d7,https://apimg.techstars.com/connect/images/image_files/600f3c4d6a498b00080000a6/original/termscout.jpg
FundMiner,"FundMiner empowers education and nonprofit organizations to raise more money, effectively administer funds, and reduce risks through a comprehensive suite of solutions that focus on effective gift administration.",https://fundminer.com,El Paso,Texas,United States,Americas,North America,Fintech,2023,Techstars Boulder Accelerator,false,false,false,false,https://linkedin.com/company/fundminer,,,https://crunchbase.com/organization/fundminer,https://images.crunchbase.com/image/upload/t_cb-default-original/t9mymhrshfmneeo01isu
Humanitru,"An integrated data and payments solution for nonprofits unifying all of their fundraising, marketing, and engagement funnels: the nonprofit operating system.",https://toteminsights.com,Richmond,Virginia,United States,Americas,North America,Artificial intelligence and machine learning; Big Data; Fintech,2021,"New York Barclays Accelerator, powered by Techstars",false,false,false,false,https://linkedin.com/company/humanitru,https://twitter.com/humanitru,https://facebook.com/humanitru,https://crunchbase.com/organization/Humanitru,https://apimg.techstars.com/connect/images/image_files/6009dc252553130008000045/original/1603073681936.jpeg
Fueloyal,Preventing fuel theft and fuel card misuse with a smart fuel cap and enables fuel purchase optimization through an analytics platform.,https://fueloyal.com,Chicago,Illinois,United States,Americas,North America,Internet of Things,2016,Techstars IoT Accelerator,false,false,false,false,https://linkedin.com/company/fueloyal,https://twitter.com/fueloyal,https://facebook.com/Fueloyal,https://crunchbase.com/organization/fueloyal#/entity,https://apimg.techstars.com/connect/images/image_files/57d9eeed34b274800900000b/original/Logos-07.png
Remio,Building your personal electronic memory bank.,https://remiovr.com,San Francisco,California,United States,Americas,North America,Artificial intelligence and machine learning; Mobile,2019,Techstars Seattle Accelerator,false,false,false,false,https://linkedin.com/company/kristalic,https://twitter.com/Remiovr,https://facebook.com/Remiovr/,https://crunchbase.com/organization/kristalic,https://apimg.techstars.com/connect/images/image_files/5cd4926034a60d647e0000a6/original/KRISTALIC_logo_square.png
Radish Health,By combining modern technology and medicine we give your employees world-class healthcare when and where they want it.,https://radish.health,New York City,New York,United States,Americas,North America,HRtech; Lifestyles of Health and Sustainability and wellness,2020,Techstars New York City Accelerator,false,false,false,false,https://linkedin.com/company/radish-health,https://twitter.com/radishhealth,,https://crunchbase.com/organization/radish-health,https://apimg.techstars.com/connect/images/image_files/62aa4195303efe0663bb2097/original/logotechstarts.png
Baton Media,"The collaboration protocol designed by artists, for artists.",https://baton.media,New York City,New York,United States,Americas,North America,"Infrastructure; Technology, media and telecommunications",2023,Techstars Music Accelerator,false,false,false,false,https://linkedin.com/company/baton-media-inc,https://twitter.com/baton_media,,https://crunchbase.com/organization/baton-media,http://apimg.techstars.com/sf/accounts/logo/Logo_aeb9d735bb111fa63bba1d0fb.jpg
Trelora,"Offers commission-free, full-service real estate transactions and brings the process online.",https://trelora.com,Denver,Colorado,United States,Americas,North America,Real estate tech,2015,Techstars Boulder Accelerator,true,false,false,false,https://linkedin.com/company/trelora,https://twitter.com/TRELORA,https://facebook.com/Trelora,https://crunchbase.com/organization/trelora,https://apimg.techstars.com/connect/images/image_files/55a01f4e808320e91a000020/original/SdwCTyGr.jpg
Bevz,Convenience store technology and services platform,https://bevz.com,Van Nuys,California,United States,Americas,North America,Foodtech; Mobile,2022,Techstars Space Accelerator,false,false,false,false,https://linkedin.com/company/37514481,https://twitter.com/bevzdelivery,https://facebook.com/BevzAlcoholDelivery/,https://crunchbase.com/organization/bevz,https://images.crunchbase.com/image/upload/t_cb-default-original/uqr1lzkjyprkl9qdhxib
STAND+,"Gales Smart PPE Footwear(r) - The first and only antimicrobial, easy to clean, protective shoes for healthcare.",https://weargales.com,New York City,New York,United States,Americas,North America,E-commerce,2021,Techstars Boulder Accelerator,false,false,false,false,https://linkedin.com/company/weargales,https://twitter.com/weargales,https://facebook.com/weargales/,https://crunchbase.com/organization/gales-inc,https://apimg.techstars.com/connect/images/image_files/6077929444175a00d5935e4a/original/Gales_Logo_Square.jpg
Bloomfilter,Helping software leaders leverage an organizations's existing data to build advanced analytics and AI to drive real-time activities and project success.,https://thebloomfilter.com,Cleveland,Ohio,United States,Americas,North America,Cloudtech and DevOps,2022,Techstars Chicago Accelerator,false,false,false,false,https://linkedin.com/company/bloomfilter-inc,https://twitter.com/Bloomfilter1,,https://crunchbase.com/organization/bloomfilter,https://apimg.techstars.com/connect/images/image_files/634b0cb58653196e3d3b608c/original/bloomfilter.jpeg
Tozuda,Tozuda designs and manufactures impact indicators for concussion awareness.,https://tozuda.com,Philadelphia,Pennsylvania,United States,Americas,North America,Internet of Things,2021,Techstars Boston Accelerator,false,false,false,false,https://linkedin.com/company/tozuda-llc,https://twitter.com/tozudaLLC,https://facebook.com/TozudaSafety/,https://crunchbase.com/organization/tozuda-llc,https://apimg.techstars.com/connect/images/image_files/61931f0695af30112835e5ec/original/MASTER_TOZUDA_LOGO_Font_INDICATORS_BOLD_TAG.png
Gradient Health,"Gradient Health aims to label the world's medical imagery, one pathology at a time. Founded in 2018, Gradient Health operates in Durham, North Carolina, United States.",https://gradientai.com,Durham,North Carolina,United States,Americas,North America,Artificial intelligence and machine learning; Big Data; Healthtech; Infrastructure,2021,Techstars Kansas City Accelerator,false,false,false,false,https://linkedin.com/company/gradient-health-inc,https://twitter.com/gradienthealth,,https://crunchbase.com/organization/gradient-health-inc,https://apimg.techstars.com/connect/images/image_files/60b05df0f06a370007252425/original/logo_%281%29.png
